sh_code;sh_level;kingdom;phylum;class;order;family;genus;species;lowest_taxon;lowest_taxon_level
SH1010048.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Hyphodermataceae;Hyphoderma;Hyphoderma_roseocremeum;Hyphoderma_roseocremeum;species
SH1012076.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Ploettnerulaceae;Cadophora;Cadophora_sp;Cadophora;genus
SH0738776.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_unspecified;Helotiales_gen_unspecified;Helotiales_sp;Helotiales_gen_unspecified;genus
SH0758387.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Sarocladiaceae;Sarocladium;Sarocladium_strictum;Sarocladium_strictum;species
SH0840736.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporales_fam_unspecified;Pleosporales_gen_unspecified;Pleosporales_sp;Pleosporales_gen_unspecified;genus
SH0842385.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Chaetosphaeria;Chaetosphaeria_guttulata;Chaetosphaeria_guttulata;species
SH0842946.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Extremaceae;Petrophila;Petrophila_incerta;Petrophila_incerta;species
SH0844498.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Imleria;Imleria_badia;Imleria_badia;species
SH0847430.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_unspecified;Helotiales_gen_unspecified;Helotiales_sp;Helotiales_gen_unspecified;genus
SH0859125.10FU;1,5;Fungi;Sanchytriomycota;Sanchytriomycetes;Sanchytriales;Sanchytriaceae;Sanchytrium;Sanchytrium_sp;Sanchytrium;genus
SH0864958.10FU;1,5;Fungi;Ascomycota;Ascomycota_cls_unspecified;Ascomycota_ord_unspecified;Ascomycota_fam_unspecified;Ascomycota_gen_unspecified;Ascomycota_sp;Ascomycota_gen_unspecified;genus
SH0865025.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe;Inocybe_petiginosa;Inocybe_petiginosa;species
SH0881242.10FU;1,5;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Trimorphomycetaceae;Saitozyma;Saitozyma_sp;Saitozyma;genus
SH0885664.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Rhinocladiella;Rhinocladiella_sp;Rhinocladiella;genus
SH0891092.10FU;1,5;Fungi;Fungi_phy_unspecified;Fungi_cls_unspecified;Fungi_ord_unspecified;Fungi_fam_unspecified;Fungi_gen_unspecified;Fungi_sp;Fungi_gen_unspecified;genus
SH0891102.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Anteagloniaceae;Anteaglonium;Anteaglonium_sp;Anteaglonium;genus
SH0937276.10FU;1,5;Fungi;Basidiomycota;Microbotryomycetes;Microbotryomycetes_ord_Incertae_sedis;Colacogloeaceae;Colacogloea;Colacogloea_effusa;Colacogloea_effusa;species
SH0938016.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Steccherinaceae;Junghuhnia;Junghuhnia_lacera;Junghuhnia_lacera;species
SH0974829.10FU;1,5;unspecified;unspecified;unspecified;unspecified;unspecified;unspecified;unspecified;unspecified;species
SH0976510.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora_sp;Cladophialophora;genus
SH0976639.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala_bergeri;Exophiala_bergeri;species
SH0982402.10FU;1,5;Fungi;Rozellomycota;Rozellomycota_cls_unspecified;Rozellomycota_ord_unspecified;Rozellomycota_fam_unspecified;Rozellomycota_gen_unspecified;Rozellomycota_sp;Rozellomycota_gen_unspecified;genus
SH0988560.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Phialophora;Phialophora_phaeophora;Phialophora_phaeophora;species
SH1015307.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Teratosphaeriaceae;Devriesia;Devriesia_sp;Devriesia;genus
SH1019591.10FU;1,5;Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella_sp;Mortierella;genus
SH1040258.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Cucurbitariaceae;Cucurbitariaceae_gen_unspecified;Cucurbitariaceae_sp;Cucurbitariaceae_gen_unspecified;genus
SH0732416.10FU;1,5;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Dioszegia;Dioszegia_zsoltii;Dioszegia_zsoltii;species
SH0740121.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Lecanicillium;Lecanicillium_flavidum;Lecanicillium_flavidum;species
SH0744889.10FU;1,5;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomeraceae_gen_unspecified;Glomeraceae_sp;Glomeraceae_gen_unspecified;genus
SH0744899.10FU;1,5;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomeraceae_gen_unspecified;Glomeraceae_sp;Glomeraceae_gen_unspecified;genus
SH0749264.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Xerocomellus;Xerocomellus_pruinatus;Xerocomellus_pruinatus;species
SH0815741.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricales_fam_unspecified;Agaricales_gen_unspecified;Agaricales_sp;Agaricales_gen_unspecified;genus
SH0832501.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_ord_unspecified;Sordariomycetes_fam_unspecified;Sordariomycetes_gen_unspecified;Sordariomycetes_sp;Sordariomycetes_gen_unspecified;genus
SH0840704.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;Tulasnellaceae_gen_unspecified;Tulasnellaceae_sp;Tulasnellaceae_gen_unspecified;genus
SH0860124.10FU;1,5;Fungi;Chytridiomycota;Chytridiomycota_cls_unspecified;Chytridiomycota_ord_unspecified;Chytridiomycota_fam_unspecified;Chytridiomycota_gen_unspecified;Chytridiomycota_sp;Chytridiomycota_gen_unspecified;genus
SH0861652.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Ploettnerulaceae;Cadophora;Cadophora_sp;Cadophora;genus
SH0867680.10FU;1,5;Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella_turficola;Mortierella_turficola;species
SH0867756.10FU;1,5;Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella_sp;Mortierella;genus
SH0907854.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_unspecified;Helotiales_gen_unspecified;Helotiales_sp;Helotiales_gen_unspecified;genus
SH0941742.10FU;1,5;Fungi;Basidiomycota;Tremellomycetes;Tremellomycetes_ord_unspecified;Tremellomycetes_fam_unspecified;Tremellomycetes_gen_unspecified;Tremellomycetes_sp;Tremellomycetes_gen_unspecified;genus
SH0946060.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Myxotrichaceae;Oidiodendron;Oidiodendron_rhodogenum;Oidiodendron_rhodogenum;species
SH0948461.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_unspecified;Helotiales_gen_unspecified;Helotiales_sp;Helotiales_gen_unspecified;genus
SH0948468.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Leotiomycetes_ord_unspecified;Leotiomycetes_fam_unspecified;Leotiomycetes_gen_unspecified;Leotiomycetes_sp;Leotiomycetes_gen_unspecified;genus
SH0953522.10FU;1,5;Fungi;Chytridiomycota;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Rhizidium;Rhizidium_phycophilum;Rhizidium_phycophilum;species
SH0972084.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Zymoseptoria;Zymoseptoria_verkleyi;Zymoseptoria_verkleyi;species
SH0994872.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hymenogastraceae;Galerina;Galerina_pseudocamerina;Galerina_pseudocamerina;species
SH1005677.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_unspecified;Helotiales_gen_unspecified;Helotiales_sp;Helotiales_gen_unspecified;genus
SH1009757.10FU;1,5;Fungi;Mucoromycota;Endogonomycetes;GS21;GS21_fam_unspecified;GS21_gen_unspecified;GS21_sp;GS21_gen_unspecified;genus
SH1009759.10FU;1,5;Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellales_fam_unspecified;Mortierellales_gen_unspecified;Mortierellales_sp;Mortierellales_gen_unspecified;genus
SH1013279.10FU;1,5;Fungi;Fungi_phy_unspecified;Fungi_cls_unspecified;Fungi_ord_unspecified;Fungi_fam_unspecified;Fungi_gen_unspecified;Fungi_sp;Fungi_gen_unspecified;genus
SH1019585.10FU;1,5;Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella_sp;Mortierella;genus
SH1025618.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma_yunnanense;Trichoderma_yunnanense;species
SH0872137.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Botryobasidiaceae;Botryobasidium;Botryobasidium_conspersum;Botryobasidium_conspersum;species
SH0895543.10FU;1,5;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Bacidia;Bacidia_chloroticula;Bacidia_chloroticula;species
SH0844783.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Leptographium;Leptographium_pruni;Leptographium_pruni;species
SH0883329.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Diplodia;Diplodia_rosulata;Diplodia_rosulata;species
SH0884813.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Niessliaceae;Niesslia;Niesslia_sp;Niesslia;genus
SH0893338.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Ophiostoma;Ophiostoma_denticiliatum;Ophiostoma_denticiliatum;species
SH0894293.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Corticiaceae_gen_unspecified;Corticiaceae_sp;Corticiaceae_gen_unspecified;genus
SH0916020.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Pleurotheciales;Pleurotheciaceae;Phaeoisaria;Phaeoisaria_sparsa;Phaeoisaria_sparsa;species
SH0916030.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Pleurotheciales;Pleurotheciaceae;Phaeoisaria;Phaeoisaria_fasciculata;Phaeoisaria_fasciculata;species
SH0990404.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Geosmithia;Geosmithia_sp;Geosmithia;genus
SH1001493.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Xylariales;Lopadostomataceae;Lopadostoma;Lopadostoma_fagi;Lopadostoma_fagi;species
SH1010723.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cyphellaceae;Cyphellopsis;Cyphellopsis_anomala;Cyphellopsis_anomala;species
SH0843038.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Teratosphaeriaceae;Neocatenulostroma;Neocatenulostroma_microsporum;Neocatenulostroma_microsporum;species
SH0925044.10FU;1,5;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Scoliciosporaceae;Scoliciosporum;Scoliciosporum_sarothamni;Scoliciosporum_sarothamni;species
SH0966790.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Leotiomycetes_ord_unspecified;Leotiomycetes_fam_unspecified;Leotiomycetes_gen_unspecified;Leotiomycetes_sp;Leotiomycetes_gen_unspecified;genus
SH0740116.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Lecanicillium;Lecanicillium_psalliotae;Lecanicillium_psalliotae;species
SH0837132.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Hydnaceae;Sistotrema;Sistotrema_sernanderi;Sistotrema_sernanderi;species
SH0846616.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Onygenaceae_gen_unspecified;Onygenaceae_sp;Onygenaceae_gen_unspecified;genus
SH0865822.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Clitopilus;Clitopilus_baronii;Clitopilus_baronii;species
SH0870081.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Chaetothyriales_fam_unspecified;Chaetothyriales_gen_unspecified;Chaetothyriales_sp;Chaetothyriales_gen_unspecified;genus
SH0963782.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Thelebolales;Pseudeurotiaceae;Geomyces;Geomyces_auratus;Geomyces_auratus;species
SH0964713.10FU;1,5;Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Occultifur;Occultifur_kilbournensis;Occultifur_kilbournensis;species
SH0974833.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora_sp;Cladophialophora;genus
SH0982425.10FU;1,5;Fungi;Rozellomycota;Rozellomycota_cls_unspecified;Rozellomycota_ord_unspecified;Rozellomycota_fam_unspecified;Rozellomycota_gen_unspecified;Rozellomycota_sp;Rozellomycota_gen_unspecified;genus
SH0756369.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariaceae;Exidia;Exidia_glandulosa;Exidia_glandulosa;species
SH0991562.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Botryobasidiaceae;Botryobasidium;Botryobasidium_laeve;Botryobasidium_laeve;species
SH0877593.10FU;1,5;Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula_mucilaginosa;Rhodotorula_mucilaginosa;species
SH1021947.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Neosetophoma;Neosetophoma_rosigena;Neosetophoma_rosigena;species
SH0818511.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Chaetosphaeriaceae_gen_unspecified;Chaetosphaeriaceae_sp;Chaetosphaeriaceae_gen_unspecified;genus
SH0904689.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala_salmonis;Exophiala_salmonis;species
SH0925697.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Waltergamsia;Waltergamsia_moroccensis;Waltergamsia_moroccensis;species
SH0946239.10FU;1,5;Fungi;Basidiomycota;Microbotryomycetes;Microbotryomycetes_ord_unspecified;Microbotryomycetes_fam_unspecified;Microbotryomycetes_gen_unspecified;Microbotryomycetes_sp;Microbotryomycetes_gen_unspecified;genus
SH0949428.10FU;1,5;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetales_fam_unspecified;Saccharomycetales_gen_unspecified;Saccharomycetales_sp;Saccharomycetales_gen_unspecified;genus
SH0951950.10FU;1,5;Fungi;Ascomycota;Ascomycota_cls_unspecified;Ascomycota_ord_unspecified;Ascomycota_fam_unspecified;Ascomycota_gen_unspecified;Ascomycota_sp;Ascomycota_gen_unspecified;genus
SH0732396.10FU;1,5;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Dioszegia;Dioszegia_hungarica;Dioszegia_hungarica;species
SH0930498.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariales_fam_unspecified;Sordariales_gen_unspecified;Sordariales_sp;Sordariales_gen_unspecified;genus
SH0850064.10FU;1,5;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliales_fam_unspecified;Orbiliales_gen_unspecified;Orbiliales_sp;Orbiliales_gen_unspecified;genus
SH0759466.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariales_fam_unspecified;Sordariales_gen_unspecified;Sordariales_sp;Sordariales_gen_unspecified;genus
SH0847762.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariales_fam_unspecified;Sordariales_gen_unspecified;Sordariales_sp;Sordariales_gen_unspecified;genus
SH0881241.10FU;1,5;Fungi;Basidiomycota;Tremellomycetes;Tremellomycetes_ord_unspecified;Tremellomycetes_fam_unspecified;Tremellomycetes_gen_unspecified;Tremellomycetes_sp;Tremellomycetes_gen_unspecified;genus
SH0955901.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Crepidotaceae;Crepidotus;Crepidotus_conchatus;Crepidotus_conchatus;species
SH1002591.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Sporothrix;Sporothrix_guttuliformis;Sporothrix_guttuliformis;species
SH1002601.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Sporothrix;Sporothrix_hypoxyli;Sporothrix_hypoxyli;species
SH1011679.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_ord_unspecified;Sordariomycetes_fam_unspecified;Sordariomycetes_gen_unspecified;Sordariomycetes_sp;Sordariomycetes_gen_unspecified;genus
SH0825449.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Xylariales;Diatrypaceae;Eutypa;Eutypa_camelliae;Eutypa_camelliae;species
SH0878482.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Melanommataceae;Melanomma;Melanomma_pulvis-pyrius;Melanomma_pulvis-pyrius;species
SH0896413.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Xylariales;Hypoxylaceae;Annulohypoxylon;Annulohypoxylon_sp;Annulohypoxylon;genus
SH1004295.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_fam_unspecified;Hypocreales_gen_unspecified;Hypocreales_sp;Hypocreales_gen_unspecified;genus
SH0843232.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cyphellaceae;Chondrostereum;Chondrostereum_purpureum;Chondrostereum_purpureum;species
SH0846213.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Microascales;Ceratocystidaceae;Ambrosiella;Ambrosiella_xylebori;Ambrosiella_xylebori;species
SH0911114.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Raffaelea;Raffaelea_cyclorhipidii;Raffaelea_cyclorhipidii;species
SH0846627.10FU;1,5;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Ogataea;Ogataea_sp;Ogataea;genus
SH0757793.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;Tulasnella;Tulasnella_violea;Tulasnella_violea;species
SH0825402.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Xylariales;Diatrypaceae;Eutypella;Eutypella_quaternata;Eutypella_quaternata;species
SH0880771.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_ord_unspecified;Sordariomycetes_fam_unspecified;Sordariomycetes_gen_unspecified;Sordariomycetes_sp;Sordariomycetes_gen_unspecified;genus
SH1006480.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetales_fam_unspecified;Coniochaetales_gen_unspecified;Coniochaetales_sp;Coniochaetales_gen_unspecified;genus
SH1007010.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Fuscostagonosporaceae;Fuscostagonospora;Fuscostagonospora_banksiae;Fuscostagonospora_banksiae;species
SH0733658.10FU;1,5;Fungi;Basidiomycota;Pucciniomycetes;Platygloeales;Platygloeales_fam_unspecified;Platygloeales_gen_unspecified;Platygloeales_sp;Platygloeales_gen_unspecified;genus
SH0742149.10FU;1,5;Fungi;Rozellomycota;Rozellomycota_cls_unspecified;Rozellomycota_ord_unspecified;Rozellomycota_fam_unspecified;Rozellomycota_gen_unspecified;Rozellomycota_sp;Rozellomycota_gen_unspecified;genus
SH0742598.10FU;1,5;Fungi;Rozellomycota;Rozellomycota_cls_unspecified;Rozellomycota_ord_unspecified;Rozellomycota_fam_unspecified;Rozellomycota_gen_unspecified;Rozellomycota_sp;Rozellomycota_gen_unspecified;genus
SH0841345.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium_sp;Penicillium;genus
SH0859140.10FU;1,5;Fungi;Sanchytriomycota;Sanchytriomycetes;Sanchytriales;Sanchytriaceae;Sanchytrium;Sanchytrium_sp;Sanchytrium;genus
SH0870470.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Boletales;Sclerodermataceae;Scleroderma;Scleroderma_citrinum;Scleroderma_citrinum;species
SH0884848.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_fam_unspecified;Hypocreales_gen_unspecified;Hypocreales_sp;Hypocreales_gen_unspecified;genus
SH0912496.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_fam_unspecified;Hypocreales_gen_unspecified;Hypocreales_sp;Hypocreales_gen_unspecified;genus
SH0941663.10FU;1,5;unspecified;unspecified;unspecified;unspecified;unspecified;unspecified;unspecified;unspecified;species
SH0941664.10FU;1,5;unspecified;unspecified;unspecified;unspecified;unspecified;unspecified;unspecified;unspecified;species
SH0944560.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;Trechispora_stevensonii;Trechispora_stevensonii;species
SH0954989.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Clavicipitaceae_gen_unspecified;Clavicipitaceae_sp;Clavicipitaceae_gen_unspecified;genus
SH0960703.10FU;1,5;Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Linnemannia;Linnemannia_longigemmata;Linnemannia_longigemmata;species
SH0996585.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_ord_unspecified;Sordariomycetes_fam_unspecified;Sordariomycetes_gen_unspecified;Sordariomycetes_sp;Sordariomycetes_gen_unspecified;genus
SH1005134.10FU;1,5;Fungi;Basidiomycota;Microbotryomycetes;Microbotryomycetes_ord_Incertae_sedis;Microbotryomycetes_fam_Incertae_sedis;Slooffia;Slooffia_sp;Slooffia;genus
SH1022608.10FU;1,5;Fungi;Rozellomycota;Rozellomycotina_cls_Incertae_sedis;GS05;GS05_fam_unspecified;GS05_gen_unspecified;GS05_sp;GS05_gen_unspecified;genus
SH1022674.10FU;1,5;Fungi;Basidiomycota;Microbotryomycetes;Leucosporidiales;Leucosporidiaceae;Leucosporidium;Leucosporidium_creatinivorum;Leucosporidium_creatinivorum;species
SH0731627.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_fam_unspecified;Hypocreales_gen_unspecified;Hypocreales_sp;Hypocreales_gen_unspecified;genus
SH0738647.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Leotiomycetes_ord_unspecified;Leotiomycetes_fam_unspecified;Leotiomycetes_gen_unspecified;Leotiomycetes_sp;Leotiomycetes_gen_unspecified;genus
SH0750165.10FU;1,5;Fungi;Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Syncephalis;Syncephalis_obconica;Syncephalis_obconica;species
SH0806082.10FU;1,5;Fungi;Fungi_phy_unspecified;Fungi_cls_unspecified;Fungi_ord_unspecified;Fungi_fam_unspecified;Fungi_gen_unspecified;Fungi_sp;Fungi_gen_unspecified;genus
SH0809959.10FU;1,5;Fungi;Ascomycota;Ascomycota_cls_unspecified;Ascomycota_ord_unspecified;Ascomycota_fam_unspecified;Ascomycota_gen_unspecified;Ascomycota_sp;Ascomycota_gen_unspecified;genus
SH0832629.10FU;1,5;Fungi;Rozellomycota;Rozellomycota_cls_unspecified;Rozellomycota_ord_unspecified;Rozellomycota_fam_unspecified;Rozellomycota_gen_unspecified;Rozellomycota_sp;Rozellomycota_gen_unspecified;genus
SH0840336.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_ord_unspecified;Sordariomycetes_fam_unspecified;Sordariomycetes_gen_unspecified;Sordariomycetes_sp;Sordariomycetes_gen_unspecified;genus
SH0841055.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;Trechispora_hymenocystis;Trechispora_hymenocystis;species
SH0842390.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Chaetosphaeriaceae_gen_unspecified;Chaetosphaeriaceae_sp;Chaetosphaeriaceae_gen_unspecified;genus
SH0867726.10FU;1,5;Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella_macrocystis;Mortierella_macrocystis;species
SH0870089.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Chaetothyriales_fam_unspecified;Chaetothyriales_gen_unspecified;Chaetothyriales_sp;Chaetothyriales_gen_unspecified;genus
SH0879030.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala_castellanii;Exophiala_castellanii;species
SH0882532.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillaceae_gen_unspecified;Aspergillaceae_sp;Aspergillaceae_gen_unspecified;genus
SH0884775.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Tilachlidiaceae;Tilachlidium;Tilachlidium_sp;Tilachlidium;genus
SH0887078.10FU;1,5;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces;Debaryomyces_prosopidis;Debaryomyces_prosopidis;species
SH0887498.10FU;1,5;Fungi;Blastocladiomycota;Blastocladiomycota_cls_unspecified;Blastocladiomycota_ord_unspecified;Blastocladiomycota_fam_unspecified;Blastocladiomycota_gen_unspecified;Blastocladiomycota_sp;Blastocladiomycota_gen_unspecified;genus
SH0894306.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Hyphodermataceae;Hyphoderma;Hyphoderma_setigerum;Hyphoderma_setigerum;species
SH0898583.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Onygenales;Gymnoascaceae;Gymnoascus;Gymnoascus_reessii;Gymnoascus_reessii;species
SH0901216.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces_erythromellis;Talaromyces_erythromellis;species
SH0909353.10FU;1,5;Fungi;Fungi_phy_unspecified;Fungi_cls_unspecified;Fungi_ord_unspecified;Fungi_fam_unspecified;Fungi_gen_unspecified;Fungi_sp;Fungi_gen_unspecified;genus
SH0917101.10FU;1,5;Fungi;Sanchytriomycota;Sanchytriomycetes;Sanchytriales;Sanchytriaceae;Sanchytriaceae_gen_unspecified;Sanchytriaceae_sp;Sanchytriaceae_gen_unspecified;genus
