sh_code;sh_level;kingdom;phylum;class;order;family;genus;species;lowest_taxon;lowest_taxon_level
SH0762478.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma;Ganoderma_applanatum;Ganoderma_applanatum;species
SH0822681.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;Pleurotus_pulmonarius;Pleurotus_pulmonarius;species
SH0848643.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Kretzschmaria;Kretzschmaria_deusta;Kretzschmaria_deusta;species
SH0857509.10FU;1,5;Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium;Filobasidium_chernovii;Filobasidium_chernovii;species
SH0860726.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Hyaloriaceae;Stypella;Stypella_grilletii;Stypella_grilletii;species
SH0865870.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Clitopilus;Clitopilus_prunulus;Clitopilus_prunulus;species
SH0869773.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Hydnaceae;Sistotrema;Sistotrema_brinkmannii;Sistotrema_brinkmannii;species
SH0889625.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Hypholoma;Hypholoma_fasciculare;Hypholoma_fasciculare;species
SH0897300.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Leptodontidiaceae;Leptodontidium;Leptodontidium_sp;Leptodontidium;genus
SH0908295.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Discinellaceae;Gyoerffyella;Gyoerffyella_entomobryoides;Gyoerffyella_entomobryoides;species
SH0915129.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Gelatinodiscaceae;Ascocoryne;Ascocoryne_albida;Ascocoryne_albida;species
SH0916058.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cystostereaceae;Crustomyces;Crustomyces_subabruptus;Crustomyces_subabruptus;species
SH0936739.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Botryobasidiaceae;Botryobasidium;Botryobasidium_sp;Botryobasidium;genus
SH0940797.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Tolypocladium;Tolypocladium_sp;Tolypocladium;genus
SH0959532.10FU;1,5;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Orbilia;Orbilia_xanthostigma;Orbilia_xanthostigma;species
SH0962330.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Cladosporiales;Cladosporiaceae;Cladosporium;Cladosporium_herbarum;Cladosporium_herbarum;species
SH0965573.10FU;1,5;Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;Naganishia_albida;Naganishia_albida;species
SH0968712.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Physalacriaceae;Armillaria;Armillaria_borealis;Armillaria_borealis;species
SH0979751.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariales_fam_Incertae_sedis;Basidiodendron;Basidiodendron_eyrei;Basidiodendron_eyrei;species
SH1002595.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Sporothrix;Sporothrix_sp;Sporothrix;genus
SH1016964.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Xylariales;Diatrypaceae;Eutypa;Eutypa_spinosa;Eutypa_spinosa;species
SH1020507.10FU;1,5;Fungi;Fungi_phy_unspecified;Fungi_cls_unspecified;Fungi_ord_unspecified;Fungi_fam_unspecified;Fungi_gen_unspecified;Fungi_sp;Fungi_gen_unspecified;genus
SH0738823.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Leotiomycetes_ord_unspecified;Leotiomycetes_fam_unspecified;Leotiomycetes_gen_unspecified;Leotiomycetes_sp;Leotiomycetes_gen_unspecified;genus
SH0748961.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;Mycena_haematopus;Mycena_haematopus;species
SH0762773.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma;Ganoderma_adspersum;Ganoderma_adspersum;species
SH0842394.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Chaetosphaeria;Chaetosphaeria_myriocarpa;Chaetosphaeria_myriocarpa;species
SH0858733.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Mollisiaceae;Phialocephala;Phialocephala_dimorphospora;Phialocephala_dimorphospora;species
SH0858751.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Mollisiaceae;Mollisiaceae_gen_unspecified;Mollisiaceae_sp;Mollisiaceae_gen_unspecified;genus
SH0862095.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Rhinocladiella;Rhinocladiella_sp;Rhinocladiella;genus
SH0866898.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Rickenellaceae;Peniophorella;Peniophorella_praetermissa;Peniophorella_praetermissa;species
SH0866901.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Rickenellaceae;Peniophorella;Peniophorella_pubera;Peniophorella_pubera;species
SH0872510.10FU;1,5;Fungi;Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;Calocera;Calocera_cornea;Calocera_cornea;species
SH0881756.10FU;1,5;Fungi;Fungi_phy_unspecified;Fungi_cls_unspecified;Fungi_ord_unspecified;Fungi_fam_unspecified;Fungi_gen_unspecified;Fungi_sp;Fungi_gen_unspecified;genus
SH0892802.10FU;1,5;Fungi;Basidiomycota;Atractiellomycetes;Atractiellales;Phleogenaceae;Helicogloea;Helicogloea_sebacea;Helicogloea_sebacea;species
SH0911094.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Meruliaceae_gen_unspecified;Meruliaceae_sp;Meruliaceae_gen_unspecified;genus
SH0913864.10FU;1,5;Eukaryota_kgd_Incertae_sedis;Eukaryota_kgd_Incertae_sedis_phy_unspecified;Eukaryota_kgd_Incertae_sedis_cls_unspecified;Eukaryota_kgd_Incertae_sedis_ord_unspecified;Eukaryota_kgd_Incertae_sedis_fam_unspecified;Eukaryota_kgd_Incertae_sedis_gen_unspecified;Eukaryota_kgd_Incertae_sedis_sp;Eukaryota_kgd_Incertae_sedis;kingdom
SH0928352.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Phanerochaetaceae;Bjerkandera;Bjerkandera_adusta;Bjerkandera_adusta;species
SH0931153.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Leotiomycetes_ord_unspecified;Leotiomycetes_fam_unspecified;Leotiomycetes_gen_unspecified;Leotiomycetes_sp;Leotiomycetes_gen_unspecified;genus
SH0932684.10FU;1,5;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Tremellales_fam_unspecified;Tremellales_gen_unspecified;Tremellales_sp;Tremellales_gen_unspecified;genus
SH0942277.10FU;1,5;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Tremella;Tremella_sp;Tremella;genus
SH0946158.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Scytalidium;Scytalidium_sp;Scytalidium;genus
SH0953790.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricomycetes_ord_unspecified;Agaricomycetes_fam_unspecified;Agaricomycetes_gen_unspecified;Agaricomycetes_sp;Agaricomycetes_gen_unspecified;genus
SH0960454.10FU;1,5;Fungi;Ascomycota;Lecanoromycetes;Lecanoromycetes_ord_unspecified;Lecanoromycetes_fam_unspecified;Lecanoromycetes_gen_unspecified;Lecanoromycetes_sp;Lecanoromycetes_gen_unspecified;genus
SH0962945.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma_melanomagnum;Trichoderma_melanomagnum;species
SH0970954.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Herpotrichiellaceae_gen_unspecified;Herpotrichiellaceae_sp;Herpotrichiellaceae_gen_unspecified;genus
SH0972258.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Ramularia;Ramularia_cynarae;Ramularia_cynarae;species
SH0976513.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora_sp;Cladophialophora;genus
SH0980872.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Chaetosphaeria;Chaetosphaeria_decastyla;Chaetosphaeria_decastyla;species
SH0999009.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Leotiomycetes_ord_unspecified;Leotiomycetes_fam_unspecified;Leotiomycetes_gen_unspecified;Leotiomycetes_sp;Leotiomycetes_gen_unspecified;genus
SH1005126.10FU;1,5;Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Sporobolomyces;Sporobolomyces_sp;Sporobolomyces;genus
SH1005337.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Capnodiales;Capnodiales_fam_unspecified;Capnodiales_gen_unspecified;Capnodiales_sp;Capnodiales_gen_unspecified;genus
SH1009952.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Amylocorticiales;Amylocorticiaceae;Amyloxenasma;Amyloxenasma_allantosporum;Amyloxenasma_allantosporum;species
SH1011945.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_unspecified;Helotiales_gen_unspecified;Helotiales_sp;Helotiales_gen_unspecified;genus
SH1012182.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_unspecified;Helotiales_gen_unspecified;Helotiales_sp;Helotiales_gen_unspecified;genus
SH1014889.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Fomitopsidaceae;Fomitopsis;Fomitopsis_pinicola;Fomitopsis_pinicola;species
SH1025876.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma_deliquescens;Trichoderma_deliquescens;species
SH0964733.10FU;1,5;Fungi;Basidiomycota;Basidiomycota_cls_unspecified;Basidiomycota_ord_unspecified;Basidiomycota_fam_unspecified;Basidiomycota_gen_unspecified;Basidiomycota_sp;Basidiomycota_gen_unspecified;genus
SH0762688.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Fomes;Fomes_inzengae;Fomes_inzengae;species
SH0799273.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_hirsutum;Stereum_hirsutum;species
SH0857127.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Chloridium;Chloridium_moratum;Chloridium_moratum;species
SH0880682.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Diaporthomycetidae_ord_Incertae_sedis;Rhamphoriaceae;Xylolentia;Xylolentia_brunneola;Xylolentia_brunneola;species
SH0881750.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Leotiales;Tympanidaceae;Vexillomyces;Vexillomyces_fraxinicola;Vexillomyces_fraxinicola;species
SH0896415.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Xylariales;Hypoxylaceae;Jackrogersella;Jackrogersella_cohaerens;Jackrogersella_cohaerens;species
SH0927193.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Chaetosphaeriaceae_gen_unspecified;Chaetosphaeriaceae_sp;Chaetosphaeriaceae_gen_unspecified;genus
SH0940757.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Clonostachys;Clonostachys_rosea;Clonostachys_rosea;species
SH0966776.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_unspecified;Helotiales_gen_unspecified;Helotiales_sp;Helotiales_gen_unspecified;genus
SH0976678.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Capronia;Capronia_pilosella;Capronia_pilosella;species
SH0976780.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora_chaetospira;Cladophialophora_chaetospira;species
SH0977129.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Capronia;Capronia_semiimmersa;Capronia_semiimmersa;species
SH0999004.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Leotiomycetes_ord_unspecified;Leotiomycetes_fam_unspecified;Leotiomycetes_gen_unspecified;Leotiomycetes_sp;Leotiomycetes_gen_unspecified;genus
SH1004378.10FU;1,5;Fungi;Basidiomycota;Atractiellomycetes;Atractiellales;Phleogenaceae;Bourdotigloea;Bourdotigloea_grisea;Bourdotigloea_grisea;species
SH1025555.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma_pubescens;Trichoderma_pubescens;species
SH0840173.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariales_fam_unspecified;Sordariales_gen_unspecified;Sordariales_sp;Sordariales_gen_unspecified;genus
SH0840947.10FU;1,5;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Alloascoideaceae;Alloascoidea;Alloascoidea_hylecoeti;Alloascoidea_hylecoeti;species
SH0931107.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Thelebolales;Pseudeurotiaceae;Pseudeurotiaceae_gen_unspecified;Pseudeurotiaceae_sp;Pseudeurotiaceae_gen_unspecified;genus
SH0939429.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium_astrolabium;Penicillium_astrolabium;species
SH1025749.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma_spirale;Trichoderma_spirale;species
SH0735092.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Chaetothyriales_fam_unspecified;Chaetothyriales_gen_unspecified;Chaetothyriales_sp;Chaetothyriales_gen_unspecified;genus
SH0756029.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Xenospadicoidales;Xenospadicoidaceae;Lentomitella;Lentomitella_conoidea;Lentomitella_conoidea;species
SH0756032.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Xenospadicoidales;Xenospadicoidaceae;Lentomitella;Lentomitella_tenuirostris;Lentomitella_tenuirostris;species
SH0762231.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Trametes;Trametes_versicolor;Trametes_versicolor;species
SH0802830.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Dothideomycetes_ord_unspecified;Dothideomycetes_fam_unspecified;Dothideomycetes_gen_unspecified;Dothideomycetes_sp;Dothideomycetes_gen_unspecified;genus
SH0842379.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Chaetosphaeria;Chaetosphaeria_innumera;Chaetosphaeria_innumera;species
SH0842615.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Fuscolachnum;Fuscolachnum_misellum;Fuscolachnum_misellum;species
SH0845260.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariales;Podosporaceae;Podospora;Podospora_sp;Podospora;genus
SH0846292.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Atractosporales;Atractosporales_fam_unspecified;Atractosporales_gen_unspecified;Atractosporales_sp;Atractosporales_gen_unspecified;genus
SH0848918.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia_termitophila;Athelia_termitophila;species
SH0855815.10FU;1,5;Fungi;Basidiomycota;Atractiellomycetes;Atractiellales;Phleogenaceae;Helicogloea;Helicogloea_insularis;Helicogloea_insularis;species
SH0857114.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Chaetosphaeriaceae_gen_unspecified;Chaetosphaeriaceae_sp;Chaetosphaeriaceae_gen_unspecified;genus
SH0858307.10FU;1,5;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Tremella;Tremella_sp;Tremella;genus
SH0858729.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Mollisiaceae;Phialocephala;Phialocephala_sp;Phialocephala;genus
SH0858730.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Mollisiaceae;Phialocephala;Phialocephala_mallochii;Phialocephala_mallochii;species
SH0862152.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Didymella;Didymella_exigua;Didymella_exigua;species
SH0864933.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Trichosphaeriales;Trichosphaeriaceae;Brachysporium;Brachysporium_nigrum;Brachysporium_nigrum;species
SH0866046.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Myrotheciomycetaceae;Trichothecium;Trichothecium_crotocinigenum;Trichothecium_crotocinigenum;species
SH0867675.10FU;1,5;Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Entomortierella;Entomortierella_parvispora;Entomortierella_parvispora;species
SH0867688.10FU;1,5;Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierellaceae_gen_unspecified;Mortierellaceae_sp;Mortierellaceae_gen_unspecified;genus
SH0867691.10FU;1,5;Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella_macrocystis;Mortierella_macrocystis;species
SH0868313.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Xenospadicoidales;Xenospadicoidaceae;Torrentispora;Torrentispora_calembola;Torrentispora_calembola;species
SH0870350.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_unspecified;Helotiales_gen_unspecified;Helotiales_sp;Helotiales_gen_unspecified;genus
SH0880285.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Togniniales;Togniniaceae;Phaeoacremonium;Phaeoacremonium_hungaricum;Phaeoacremonium_hungaricum;species
SH0880803.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Pseudodactylariales;Pseudodactylariaceae;Pseudodactylaria;Pseudodactylaria_sp;Pseudodactylaria;genus
SH0887638.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_ord_Incertae_sedis;Sordariomycetes_fam_Incertae_sedis;Natantiella;Natantiella_ligneola;Natantiella_ligneola;species
SH0897229.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_unspecified;Helotiales_gen_unspecified;Helotiales_sp;Helotiales_gen_unspecified;genus
SH0897280.10FU;1,5;Fungi;Ascomycota;Ascomycota_cls_unspecified;Ascomycota_ord_unspecified;Ascomycota_fam_unspecified;Ascomycota_gen_unspecified;Ascomycota_sp;Ascomycota_gen_unspecified;genus
SH0897437.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_unspecified;Helotiales_gen_unspecified;Helotiales_sp;Helotiales_gen_unspecified;genus
SH0898953.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Clavulinaceae;Clavulinaceae_gen_unspecified;Clavulinaceae_sp;Clavulinaceae_gen_unspecified;genus
SH0901369.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces_marneffei;Talaromyces_marneffei;species
SH0905730.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Hypocreaceae_gen_unspecified;Hypocreaceae_sp;Hypocreaceae_gen_unspecified;genus
SH0906170.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Nectriaceae_gen_unspecified;Nectriaceae_sp;Nectriaceae_gen_unspecified;genus
SH0911198.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Herpotrichiellaceae_gen_unspecified;Herpotrichiellaceae_sp;Herpotrichiellaceae_gen_unspecified;genus
SH0913356.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Xylariales;Hypoxylaceae;Hypoxylon;Hypoxylon_rubiginosum;Hypoxylon_rubiginosum;species
SH0913412.10FU;1,5;Fungi;Rozellomycota;Rozellomycota_cls_unspecified;Rozellomycota_ord_unspecified;Rozellomycota_fam_unspecified;Rozellomycota_gen_unspecified;Rozellomycota_sp;Rozellomycota_gen_unspecified;genus
SH0915119.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_unspecified;Helotiales_gen_unspecified;Helotiales_sp;Helotiales_gen_unspecified;genus
SH0916489.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Hyaloriaceae;Hyaloriaceae_gen_unspecified;Hyaloriaceae_sp;Hyaloriaceae_gen_unspecified;genus
SH0926211.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Pleurotheciales;Pleurotheciaceae;Pleurothecium;Pleurothecium_recurvatum;Pleurothecium_recurvatum;species
SH0926212.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Pleurotheciales;Pleurotheciaceae;Pleurothecium;Pleurothecium_sp;Pleurothecium;genus
SH0927070.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Nemania;Nemania_sp;Nemania;genus
SH0929137.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Sistotremastrum;Sistotremastrum_guttuliferum;Sistotremastrum_guttuliferum;species
SH0929138.10FU;1,5;Fungi;Fungi_phy_unspecified;Fungi_cls_unspecified;Fungi_ord_unspecified;Fungi_fam_unspecified;Fungi_gen_unspecified;Fungi_sp;Fungi_gen_unspecified;genus
SH0930031.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Chaetosphaeriaceae_gen_unspecified;Chaetosphaeriaceae_sp;Chaetosphaeriaceae_gen_unspecified;genus
SH0931227.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Pezizellaceae;Chalara;Chalara_pseudoaffinis;Chalara_pseudoaffinis;species
SH0942948.10FU;1,5;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Peziza;Peziza_arvernensis;Peziza_arvernensis;species
SH0946036.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_unspecified;Helotiales_gen_unspecified;Helotiales_sp;Helotiales_gen_unspecified;genus
SH0953524.10FU;1,5;Fungi;Chytridiomycota;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Rhizidium;Rhizidium_sp;Rhizidium;genus
SH0953845.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Tremellodendropsidales;Tremellodendropsidales_fam_unspecified;Tremellodendropsidales_gen_unspecified;Tremellodendropsidales_sp;Tremellodendropsidales_gen_unspecified;genus
SH0955621.10FU;1,5;Fungi;Rozellomycota;Rozellomycota_cls_unspecified;Rozellomycota_ord_unspecified;Rozellomycota_fam_unspecified;Rozellomycota_gen_unspecified;Rozellomycota_sp;Rozellomycota_gen_unspecified;genus
SH0959123.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Digitodochium;Digitodochium_amoenum;Digitodochium_amoenum;species
SH0960444.10FU;1,5;Fungi;Ascomycota;Ascomycota_cls_unspecified;Ascomycota_ord_unspecified;Ascomycota_fam_unspecified;Ascomycota_gen_unspecified;Ascomycota_sp;Ascomycota_gen_unspecified;genus
SH0960704.10FU;1,5;Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Linnemannia;Linnemannia_amoeboidea;Linnemannia_amoeboidea;species
SH0962088.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Metulocladosporiella;Metulocladosporiella_musae;Metulocladosporiella_musae;species
SH0970953.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Dissoconiaceae;Ramichloridium;Ramichloridium_anceps;Ramichloridium_anceps;species
SH0972143.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Cercospora;Cercospora_coniogrammes;Cercospora_coniogrammes;species
SH0976234.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala_moniliae;Exophiala_moniliae;species
SH0988753.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeridaceae;Lasiosphaeris;Lasiosphaeris_hispida;Lasiosphaeris_hispida;species
SH0991207.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymosphaeriaceae;Paraconiothyrium;Paraconiothyrium_archidendri;Paraconiothyrium_archidendri;species
SH0996178.10FU;1,5;Fungi;Ascomycota;Ascomycota_cls_unspecified;Ascomycota_ord_unspecified;Ascomycota_fam_unspecified;Ascomycota_gen_unspecified;Ascomycota_sp;Ascomycota_gen_unspecified;genus
SH0999003.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Dematioscypha;Dematioscypha_richonis;Dematioscypha_richonis;species
SH1000389.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Pluteus;Pluteus_cervinus;Pluteus_cervinus;species
SH1003896.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Coprinellus;Coprinellus_micaceus;Coprinellus_micaceus;species
SH1005610.10FU;1,5;Fungi;Ascomycota;Ascomycota_cls_unspecified;Ascomycota_ord_unspecified;Ascomycota_fam_unspecified;Ascomycota_gen_unspecified;Ascomycota_sp;Ascomycota_gen_unspecified;genus
SH1008951.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Zeloasperisporiales;Zeloasperisporiaceae;Zeloasperisporium;Zeloasperisporium_sp;Zeloasperisporium;genus
SH1010919.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Scytalidium;Scytalidium_lignicola;Scytalidium_lignicola;species
SH1023313.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Arachnopezizaceae;Arachnopeziza;Arachnopeziza_sp;Arachnopeziza;genus
SH1026246.10FU;1,5;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Zygoascus;Zygoascus_sp;Zygoascus;genus
SH1030895.10FU;1,5;Fungi;Ascomycota;Lecanoromycetes;Thelocarpales;Thelocarpaceae;Thelocarpon;Thelocarpon_intermediellum;Thelocarpon_intermediellum;species
SH1043058.10FU;1,5;Eukaryota_kgd_Incertae_sedis;Eukaryota_kgd_Incertae_sedis_phy_unspecified;Eukaryota_kgd_Incertae_sedis_cls_unspecified;Eukaryota_kgd_Incertae_sedis_ord_unspecified;Eukaryota_kgd_Incertae_sedis_fam_unspecified;Eukaryota_kgd_Incertae_sedis_gen_unspecified;Eukaryota_kgd_Incertae_sedis_sp;Eukaryota_kgd_Incertae_sedis;kingdom
